sentimen,tweet,hashtags,mentions,tweet_length
2,jokowi bangunkan spbu pertama setelag 71 tahun di kabupaten puncak jaya papua dengan harga yang semula 50ribu/liter menjadi 6500/liter tanggal 17 april terus dan menggandeng ulama dan pasti,"['#PilihOrangBaik', '#PilihJelasIslamnya']",[],342
2,fyi gaes jokowi bangunkan spbu pertama setelag 71 tahun di kabupaten puncak jaya papua dengan harga yang semula 50ribu/liter menjadi 6500/liter,"['#PilihOrangBaik', '#PilihJelasIslamnya', '#PilihBajuPutih']",[],314
0,kalau yg difitnah ulama oposisi divhumaspolri ccicpolri diam walau mereka digaji uang negara coba pro jokowi langsung gaspol tolong pak prabowo setelah terpilih buang semua petinggi polri era tito ke pedalaman ganti yg baik,[],"['@DivHumas_Polri', '@CCICPolri', '@jokowi', '@prabowo']",292
1,pada debat kemarin katanya anda berdua prabowo sandiuno tidak akan ambil gaji bila kelak terpilih menjadi presiden wakil presiden atas dasar apa kiranya tidak mengambil hak anda itu terimakasih,[],"['@prabowo', '@sandiuno']",199
1,pemerintah jokowi juga menyebut masa depan ekonomi indonesia di tangan anak anak muda kreatif,"['#PilihOrangBaik', '#PilihJelasIslamnya', '#PilihBajuPutih']",['@jokowi'],173
0,ga laku semuan pernyataan mu mas masyarakat sudah cerdas kami sudah muak atas ketidak adilan ketidak pastian hukum ketidakpastian ekonomi orang kecil anti kritik dan pembatasan kebebasan berpendapat semoga allah memberikan hidayah kepada kita semua kami ingin perubahan,[],[],278
2,yang terpenting itu prabowo dan sandi berkomitmen untuk menurunkan harga listrik 900 w udah gitu aja kok kalian pendukung si jae yang ga setuju kami pendukung prabowo sandi setuju aja kok dan semoga pak prabowo adalah pemimpin yang tepati janji kampanye ga kayak si jae,[],[],278
1,menurut jokowi warga di papua juga berhak merasakan harga bbm yang sama seperti di pulau jawa,"['#JkwAminHAMTerjamin', '#01ndonesiaMaju']",[],130
1,ingin skill anak bangsa dihargai di negara sendiri 17 april tusuk prabowo sandi,['#UASdifitnahKejiBalasDiTPS'],[],182
1,jalan tol trans sumatera bukan melanjutkan tapi pak jokowi yg mulai duluan ekonomi kita berkembang 5 dalam setahun disaat ekonomi negara lain tidak berkembang bahkan minus rupiah sekarang 14 300 stabil sejak zaman sby inflasi di setiap negara pasti ada apa lagi,[],[],272
1,mau tanya impact buat negara kek gimana kalo gamers ini difasilitasi bisa bikin negara lain mandang gamers indo hebat bisa tuh diadain penyelenggaraan game internasional di indo impact apa sponsor banyak kunjungan wisatawan meningkat ekonomi sekitar bisa maju,[],[],267
1,subsidi yg tepat sasaran itu baik semua pasti setuju tapi kalau bicara daya beli masyarakat melemah sesaui dgn topik ekonomi yg kita bahas apa pd tdk setuju,[],[],158
1,bisa psimis amat si jd orang dr pecinta game lu bisa jadi developer game nyerap tenage kerja iyalah dr game lu bisa jualan printilan2 yg dibutuhin misal diamond mobilegend apa2 tuh dibangun pelan2 dr bawah bukan langsung tanya bisa ngubah ekonomi makro ato gak,[],[],268
1,kalo dari lampung ke aceh makan waktu 4 hari 4 malam pake jalan umum kalau pake tol 1 hari bensin irit barang cepat sampai transport bahan pangan jadi murah harga bahan pokok murah terus yang bikin harga bahan pokok naik dimana,[],[],234
0,dolar udh lama turun tong kalo ga ngerti ekonomi jgn sok bicara ekonomi belajar ekonomi dulu sana,[],[],100
1,setelah melihat dirut pam dan jakpro diisi dgn org2 pak sandi pemenang tender penyedia susu dr perusahaan pak prabowo belum lagi yang lain2 yang belum terungkap apalah arti uang recehan gaji pokok jadi pejabat publik mending buat pencitraan aja tidak usah diambil,[],[],269
0,kalo masalahnya bayar jalan biasa pun tetep bayar lho walau secara nda langsung lewat pajak kalo gabayar darimana duit perawatannya,[],[],134
1,emang terbukti sandi jadi gubernur gak di ambil gajinya,[],[],55
1,pertemuan jokowi dengan menlu thailand mendorong keterlibatan asean untuk membantu myanmar dalam penyelesaian konflik rohingya selain itu secara khusus jokowi menyampaikan satu isu terkait dengan harga karet dunia,['#2019JokowiKyaiMaruf'],[],313
1,presiden jokowi dan raja salman sepakat tingkatkan kerja sama ekonomi news,[],[],212
1,presiden jokowi gelar pertemuan dengan raja salman bahas kerja sama ekonomi,[],[],215
2,infrastruktur itu penting untuk perekonomian dan pemerataan tapi ingat membangun itu semua tidaklah gratis semua dibangun melalui hutang dan dibayar melalui pajak ke rakyat jagalah amanah rakyat jika terpilih kembali dan jangan kamu menghianati demokrasi sehat selalu presidenku,[],[],280
0,litah tk bertulng owo bilng mndiri di kaki sndiri tpi bljr dri cina pjk di hpus yg gji elit dn exsekutif siapa klo cuma omng sembako murh listrik murh jokowi juga bisa tpi negara ambruk murah setahun 2 thun negara nombok trus naik lgi harga2,[],[],245
2,perubahan segalanya yg paling utama keadilan sosial bagi seluruh rakyat indonesia khususnya harga sembako murah,[],[],117
2,yusuf mansur menilai maruf amin sebagai sosok yang ideal untuk mendampingi jokowi maju dalam pemilihan presiden pilpres 2019 pasangan ini diharapkan nantinya mampu mendongkrak ekonomi syariah,"['#PilihOrangBaik', '#PilihJelasIslamnya', '#PilihBajuPutih']",[],250
0,gw bertanding apa sampe kalah gubernur indonesia anies b wina ini jauh melompat pakar ekonomi/kelola keuangan tp harga pada naik ekonomi masy tak meningkat trus ajakannya cuma bisa suruh ikat pinggang yg kencang dan sabar sorry yg terbiasa di jalan tak kenal sensi,[],[],273
2,pernyataan penutup yg gemilang cukup satu kartu tidak akan mengambil gaji dan 13 kali ke tps tusuk prabowo sandi ditambah lg pak prabowo yg mengatakan dana desa adlh atas inisiatif beliau saat menjabat sebgai ketua hkti tanpa perlu dipolitisasi,[],[],257
0,sah gundulmu itu jokowi dalam rangka memperkuat hubungan ekonomi dengan arab kalo ada kecurangan ya lapor dong ke bawaslu anggota bawaslu dipilih dan di seleksi di dpr yang di dpr sendiri terdiri dari berbagai partai termasuk partai pengusung oposisi,[],[],253
1,jokowi mohmahfudmd sbyudhoyono setkabgoid salam kebangsaan nkri dan pancasila harga mati utk sabang sampai maroke saya bukan org politik tetapi penonton politik pendapat sya demokrasi pilih presiden l ngsung oleh rakyat sangat tepat tetapi dari sis,[],"['@jokowi', '@mohmahfudmd', '@SBYudhoyono', '@setkabgoid']",255
2,mau harga harga murah pilih prabowo sandi mau hrga listrik murah pilih prabowo sandi mau lowongan kerja pilih prabowo sandi mau hentikan impor saat panen pilih prabowo sandi pokonya prabowo sandiuno yesss yessss,[],"['@prabowo', '@sandiuno']",214
2,liat video ini netes juga air mata kita doakan semoga prabowo sandiuno menang agar nasib ekonomi para ojol bisa lebih baik lagi aaminnnn,[],"['@prabowo', '@sandiuno']",144
0,digital itu penting tp swasembada pangan harga pangan murah itu jauh lebih dibutuhkan masyarakat dasar gak tau prioritas kayak gtu minta 2 periode,[],[],153
1,yah ngapain juga digaji kan udahhh kayaaa raya congggg paling ngambil dikit aja gakpapa katanya kalo cuma dikit hehe salam dua jari prabowo sandi,[],[],227
0,muslim kaffahnya termasuk gaji karyawannya gak dibayar jg itu to ngemplang pajak panama papers jgn lupa indonesia bubar maju jalan jd ingat lucinta luna suka batangan yg homo siapa ingaaaat,[],[],220
0,kedaulatan negara ditentukan oleh kedaulatan ekonomi dan kesejahteraan kita tak berdaulat secara ekonomi karena salah kelola di rezim orba jokowi lagi membenahi dari dasar pondasi ekonomi analisanya kok begini,[],[],218
1,berbagai pencapaian telah berhasil tercapai khususnya pertumbuhan ekonomi di era pemerintahan pak jokowi jk sangat jauh meningkat,"['#PilihOrangBaik', '#PilihJelasIslamnya', '#PilihBajuPutih']",['@jokowi'],238
1,berbagai pencapaian telah berhasil tercapai khususnya pertumbuhan ekonomi di era pemerintahan jokowi jk sangat jauh meningkat coblos 01 juara,"['#PilihOrangBaik', '#PilihJelasIslamnya', '#PilihBajuPutih']",['@jokowi'],251
0,iya isi dompet gue kaya ekonomi indonesia kalo kata pak prabowo salah jalan makanya sekarang dompet udah gue pasangin kompas belum pake gps masih ngumpulin modalnya dulu,[],['@prabowo'],176
2,pak prabowo concern benahi tata kelola negara pertahanan negara hingga harga diri bangsa di mata dunia bang sandi fokus garap kekuatan ekonomi sinergikan pemerintah dan power rakyatnya para ulama 212 fokus garap iman dan akidah juga akhlaq umat,"['#Ruh212', '#MCAHacktivis']",[],278
0,pemahaman tata negara pemahaman akan peraturan pemahaman akan kebijakan ekonomi pemahaman kalau kursi mentri hrs diisi org2 yg kompeten walau tidak tepat 100 ketimbang prabowo belum apa2 sudah bagi2 jatah kursi menteri untuk parpol2 pendukungnya,[],[],257
0,yg diserang ekonomi makro woooyyy lu liat pengangkut sembako dulu belum ada tol dia dijalan mikir jam sekarang tinggal bayar waktu terganti gw pelakunya,[],[],160
1,gileee ratusan juta mata menonton menyaksikan sebuah pengakuan yg cukup berani dan jujur bhw kebijakan ekonomi itu bkn salah pak jokowi tp slh orang satu koalosinya makanya prabowo dan sandi berpelukan erat pertanda mrk tdk akan bersama lg utk bericara didpn umum,[],[],273
0,udah gagal minta 2 priode saat debat bukan fokus ekonomi malah bahas games mobile legend dll gak berfaedah yai pun menanyakan harta kekayaan prabowo apa urusan dngan negara dan gak fokus soal kebangsaan harus lengser,[],[],222
1,gelar pertemuan bilateral presiden jokowi dan raja salman sepakat ke depan kerja sama ekonomi akan terus ditingkatkan terutama di bidang energi dan pariwisata,[],[],189
0,semua sudah ada njop nya jadi kalau ngeyel harga nya ditinggiin ya itu salah yg minta lah,[],[],92
0,kan katanya pak sandi lulusan amerika ipk nya 4 katanya jd khatam banget makro dan mikro ini tapi kok kalah sama sarjana kehutanan apakah p jokowi jurusan ekonomi kehutanan,[],[],177
1,pak prabowo ternyata memiliki jiwa sportif bhw kesalahan kebijakan ekonomi indonesia terjadi puluhan tahun sblm pak jokowi berkuasa cuma sayang partai koalisinya tdk suka bhk ada yg emosi dg kejujuran pak prabowo mengungkap fakta aneh,[],[],240
0,salah arahnya pembangunan ekonomi indonesia saat ini juga tak terlepas dari andil sebelum saya tidak menyalahkan bapak ini kesalahan besar kesalahan besar presiden presiden sebelum bapak kita,"['#presiden', '#Jokowi']",[],283
0,lalu harga tiket pesawat kapan diturunkan pak saya sangat brharap besar dlm aspek ini trlbh dngan mahal ny harga tiket pswt terbang yg amat tinggi/mahal tarif biaya expdisi antar kota pun ikut melonjak naik,[],[],207
0,paling parah malaysia mba bayangkan 2jt org hrs beetumpu di 3 tps apakah kita sebagai warga negara tdk blh kritik dan tdk blh marah kl liat para pelaksana swperti itu sedangkan mereka di gaji olh uang negara,[],[],213
1,ya drpd mikirin yg kyk gtu mending mikirin hal yg mendasar dulu dong ekonomi dll lha klo ketagihan game online bikin malas sgl nya di suruh wirid ke masjid malah nongkrong di warnet bergayalah sesuai isi kantong,[],[],211
0,kata die zaman jokowi ekonomi anjlok tapi punya gadget sebanyak itu belum lagi bayar wifi terus dia bilang anjlok n serba mahal itu apa,[],[],139
1,janji tak ambil gaji jika terpilih prabowo sandi ikuti jejak para presiden terkenal ini,"['#UASdifitnahKejiDanBrutal', '#BeraniPilih02', '#TusukPrabowoSandi', '#HoaxJkwMenangTotalDebat']",[],198
1,y memang lebih kecil tp pngetahuan tata kelola ekonomi negara jauh kelasnya,[],[],76
1,prabowo sudah berbuat apa untuk rakyat kecil sedang gaji karyawannya aja belum dibayar sampai sekarang heheheheee,[],[],123
0,akui kekurangan ya akui prabowo dulu kristen sekarang mualaf ibunya kristen hashim kristen gak bisa sholat wudhu gerakan salah gak bisa ngaji dipecat dari tni 1 dari elit bajingan,[],[],190
1,prabowo dan sandi berniat ga ambil gaji kalo menjabat ini memang gayanya donald trump dia memang gakmau digaji ya udah tajir mau gmn lagi,[],[],140
1,di bawah perintah pak jokowi bangunkan spbu pertama setelag 71 tahun di kabupaten puncak jaya papua dengan harga yang semula 50ribu/liter menjadi 6500/liter,"['#PilihOrangBaik', '#PilihJelasIslamnya', '#PilihBajuPutih']",['@jokowi'],324
1,cc erickthohir kekurangan danakah atau tidak mau tau atau apa plisss jangan dibiarkan pendukung jokowi amin seolah tidak ada yang peduli hargai suara mereka,[],['@erickthohir'],228
1,om prabs kalo mau membangkitkan ekonomi lepas dari hutang dunia lepas dari cengkraman elite global kuncinya satu jangan pakai uang kertas balik pakai emas dan perak sebagai alat tukar sudah itu saja resiko melawan dunia kita hadapi bersama sebagai satu bangsa,[],[],268
0,gaji karyawan yang terkatung katung apa kabar,[],[],46
0,jokowi merakyat dibilang pencitraan jokowi baik dibilang akting jokowi sholat dicela prabowo gak bisa sholat ngaji dan wudhu salah2 kalian gak mau melek dari sini ajesih udeh ketaker sih ye otak kalian tu seberapa astaga,[],[],230
1,presiden jokowi dan raja salman akan tingkatkan kerja sama ekonomi,[],[],171
0,sampah kpuid yg gajih km siapa jokowi loe mau mnang dngn cara begini,[],"['@KPU_ID', '@jokowi']",94
0,saiki pns podo turu lemes soale kerjoe bener diawasi mangkane nangis dukung prabowo ben iso turu gaji gede fakkk pahlawan minta jasa,[],[],211
2,turut mengembangkan ekonomi syariah sesuai dengan yang diamanatkan maruf amin aliansi kiai kampung madura akma siap menangkan jokowi,"['#PilihOrangBaik', '#PilihJelasIslamnya', '#PilihBajuPutih']",[],351
1,lha itu artinya ekonomi anda baik saja malah bisa pakai 12kg,[],[],63
0,rakyat ingin pekerjaan pekerjanya diimpor dari china rakyat panen padi berasnya impor rakyat ingin sembako murah suruh tanam sendiri petani karet minta kenaikan harga suruh tanam jengkol jokowi mmg tau kemauan rakyat ya rabb semoga otakku masih sehat,[],[],268
1,janji tak ambil gaji prabowo sandi persis donald trump,[],[],256
2,di kepemimpinan presiden jokowi indonesia maju saat perekonomian dunia tidak menentu,[],[],86
1,berita itu berita lama didesaku ada beberapa pemilik sawah yg ngga cocok harga sawah2 itupun jg dilewatin bangun jlnnya termsk sawah kakakku stlh ada titik temu ya disambung jln tolnya sdhlah demi allah aku bicara jujur ngga ada hubnya dng capres,[],[],272
1,maaf mas saya gk pake yg subsidi saya pake yg12kgsoal harga udah tertera di nomor reg nya dan wajib di tempel kan di dinding toko biar masyarakat tau mangkanya saya tanya ke abg saya knp harganya brubah katanya di ubah pk jokowi subsidinya di alihkan,[],[],254
1,video dengan sudut pandang berbeda mau jokowi atau prabowo sama saja video yg membahas secara real masalah energi sosial lingkungan ekonomi politik dan budaya dari batubara,[],"['@jokowi', '@prabowo']",216
0,aduh bego nya kampret yankayak gini presidem sebelum jokowi ya termasuk sby aduh kampret otak nya maundi reparasi tetep goublok bbm itu sekarang ngikutin harga pasar jd kalo naek ya naek kalo turun ya turun bbm subsidi nga naek kampret ilmu cetek aja belagu,[],[],294
2,saya selalu berdoa dalam hati agar pak prabowo mjd presiden ri saat ini ekonomi buruk pak sampai2 ponsel sy tutup krn ekonomi masyarakat carut marut dn ketika menjadi presiden nanti tolong perbaiki ekonomi masyarakat pak wslm 02 dihati,[],['@prabowo'],239
1,presiden jokowi raja salman sepakat tingkatkan kerja sama ekonomi,[],[],229
0,media asing yg mana ayo tunjukkan yg mana jgn cuma berangan angan lantas menabur fitnah aku udah jijik dgn kebohongan dan kesombongan kau fahrihamzah dibanding jokowi kau tidak ada apa apanya sama sama makan gaji dari pembayar pajak tapi kau banyak tidurnya,[],"['@Fahrihamzah', '@jokowi']",278
1,jgn anda dpt harga 16rb karena itu toko abang anda,[],[],64
0,kualitas obama sama wowo ya kayak langit sama comberan lah obama ngga pernah bermasalah dalam karier lah kalo wowo di pecat trus gaji karyawan ngga dibayar wowo sama lurah ada belum tentu lebih pinter jokowi udah jd pejabat berpengalaman makanya bisa jd presiden bangun pret,[],[],280
1,harga 18rb untuk konsumen atau pemakai pribadi kalau untuk pedagang jatuhnya 16rb/tabung,[],[],96
1,tapi prabowo sandiuno siap sodaqohkan gaji nya,['#UASdifitnahKejiDanBrutal'],"['@prabowo', '@sandiuno']",142
1,pengalaman khmarufamin dalam ekonomi sudah malang merintang yakni dengan mendirikan koperasi baitul mal wa tamwil bmt sejenis koperasi syariah jokowi,"['#JokowiJelasIslamnya', '#PilihOrangBaik', '#CoblosYangBajuPutih', '#BantenJokowiAmin', '#Banten01']","['@KHMarufAmin_', '@jokowi']",271
1,charles honoris jokowi bangun indonesia lewat ekonomi kreatif,[],[],88
1,presiden jokowi dan raja salman menggelar pertemuan bilateral di istana pribadi raja al qasr al khas minggu 14/4 sore dalam pertemuan yang berlangsung selepas jamuan santap siang itu keduanya sepakat akan meningkatkan kerja sama di bidang ekonomi foto dan berita bpmi,[],['@jokowi'],307
1,tp kenapa fokus akan hal begitu unicorn lah dll tidak selama nya dunia digital baik contoh ecomerce memamg harga lebih murah tapi memutus mata rantai distribusi sehinga distributor bisa menjual langsung barg sehingga masarakat tdk dpt kebagaian keutungan sbgai pengecer /,[],[],278
1,prabowo sandi kembali tegaskan tidak akan ambil gaji bila terpilih,[],[],187
1,jika terpilih prabowo sandiaga janji tak ambil gaji,[],[],152
2,kalo mau listrik turun kalo mau harga terjangkau kalo mau pelayanan bpjs baik kalo mau honorer lebih baik dll maka tusuk prabowo sandi tps,"['#17April2019', '#ClosingStatement', '#Debat5Pilpres2019']",[],196
1,penutup debat pamungkas ala prabowo sandi jika diberi mandat nanti seperserpun gaji tidak akan mereka ambil,[],[],177
0,utang prabowo bwjibun bukan utng ln lho utang pribadinya puluhan triltun jd gaji ngk diambil busyeettt jngn2 utang bebas ngk dibayar jemarin2 sdh minta dipailitkan biar ngk bayar tp pemerintah ngk mau mk bwrambiai mengumbar janji,[],[],300
0,jangan berharap banyak terhadap prabowo untuk saling memahami ataupun menghargai sesama koalisi bahkan surat kesepakatan untuk menjadikan ahy sebagai cawapres diingkari apalagi terhadap rakyat tidak ada kawan dalam politik yang ada kepentingan sesaat,['#selamatkanNKRI'],[],271
0,pakai uang pajak atw uang pribadi pak kok anak bini diajak segala,[],[],69
1,mas di samping toko saya pangkalan gas punya agen untuk satu kmpung dan kuota di batasin harga udah tertera di nomor registrasi pangkalanya 18rb /tbg jadi agen itu gk bsa mainkn harga lagi apalagi jal ke penjual lg krn kuota trbatas,[],['@18rb'],242
